"arc_length","alpha1M","p"
0.00279,2.9503125543e+00,3.0223907500e+06
0.002795,2.9504505017e+00,3.0232415000e+06
0.0028,2.9505884427e+00,3.0240922500e+06
0.002805,2.9507263901e+00,3.0249430000e+06
0.00281,2.9508643375e+00,3.0257937500e+06
0.002815,2.9510022848e+00,3.0266442500e+06
0.00282,2.9511402322e+00,3.0274950000e+06
0.002825,2.9512781796e+00,3.0283457500e+06
0.00283,2.9514161206e+00,3.0291965000e+06
0.002835,2.9515540680e+00,3.0300472500e+06
0.00284,2.9516920154e+00,3.0308980000e+06
0.002845,2.9518299628e+00,3.0317487500e+06
0.00285,2.9519679102e+00,3.0325995000e+06
0.002855,2.9521058576e+00,3.0334502500e+06
0.00286,2.9522437985e+00,3.0343007500e+06
0.002865,2.9523817459e+00,3.0351515000e+06
0.00287,2.9525196933e+00,3.0360022500e+06
0.002875,2.9526576407e+00,3.0368530000e+06
0.00288,2.9526156208e+00,3.0381347500e+06
0.002885,2.9525736008e+00,3.0394162500e+06
0.00289,2.9525315828e+00,3.0406980000e+06
0.002895,2.9524895629e+00,3.0419795000e+06
0.0029,2.9524475429e+00,3.0432612500e+06
0.002905,2.9524055230e+00,3.0445427500e+06
0.00291,2.9523635031e+00,3.0458245000e+06
0.002915,2.9523214831e+00,3.0471062500e+06
0.00292,2.9522794632e+00,3.0483877500e+06
0.002925,2.9522374452e+00,3.0496695000e+06
0.00293,2.9521954252e+00,3.0509510000e+06
0.002935,2.9521534053e+00,3.0522327500e+06
0.00294,2.9521113853e+00,3.0535142500e+06
0.002945,2.9520693654e+00,3.0547960000e+06
0.00295,2.9520273455e+00,3.0560775000e+06
0.002955,2.9519853275e+00,3.0573592500e+06
0.00296,2.9519433075e+00,3.0586407500e+06
0.002965,2.9519012876e+00,3.0599225000e+06
0.00297,2.9518592676e+00,3.0612042500e+06
0.002975,2.9518172477e+00,3.0624857500e+06
0.00298,2.9517752278e+00,3.0637675000e+06
0.002985,2.9517332098e+00,3.0650490000e+06
0.00299,2.9516911898e+00,3.0663307500e+06
0.002995,2.9516491699e+00,3.0676122500e+06
0.003,2.9516071499e+00,3.0688940000e+06
0.003005,2.9515660456e+00,3.0702325000e+06
0.00301,2.9515249412e+00,3.0715712500e+06
0.003015,2.9514838387e+00,3.0729097500e+06
0.00302,2.9514427343e+00,3.0742482500e+06
0.003025,2.9514016300e+00,3.0755867500e+06
0.00303,2.9513605256e+00,3.0769252500e+06
0.003035,2.9513194212e+00,3.0782640000e+06
0.00304,2.9512783168e+00,3.0796025000e+06
0.003045,2.9512372143e+00,3.0809410000e+06
0.00305,2.9511961100e+00,3.0822795000e+06
0.003055,2.9511550056e+00,3.0836182500e+06
0.00306,2.9511139012e+00,3.0849567500e+06
0.003065,2.9510727968e+00,3.0862952500e+06
0.00307,2.9510316924e+00,3.0876337500e+06
0.003075,2.9509905900e+00,3.0889722500e+06
0.00308,2.9509494856e+00,3.0903110000e+06
0.003085,2.9509083812e+00,3.0916495000e+06
0.00309,2.9508672768e+00,3.0929880000e+06
0.003095,2.9508261725e+00,3.0943267500e+06
0.0031,2.9507850681e+00,3.0956652500e+06
0.003105,2.9507439656e+00,3.0970037500e+06
0.00311,2.9507028612e+00,3.0983422500e+06
0.003115,2.9506617569e+00,3.0996807500e+06
0.00312,2.9506206525e+00,3.1010195000e+06
0.003125,2.9505795481e+00,3.1023580000e+06
0.00313,2.9505372550e+00,3.1036967500e+06
0.003135,2.9504949638e+00,3.1050357500e+06
0.00314,2.9504526707e+00,3.1063745000e+06
0.003145,2.9504103775e+00,3.1077135000e+06
0.00315,2.9503680844e+00,3.1090522500e+06
0.003155,2.9503257912e+00,3.1103912500e+06
0.00316,2.9502834981e+00,3.1117300000e+06
0.003165,2.9502412069e+00,3.1130687500e+06
0.00317,2.9501989138e+00,3.1144077500e+06
0.003175,2.9501566207e+00,3.1157465000e+06
0.00318,2.9501143275e+00,3.1170855000e+06
0.003185,2.9500720344e+00,3.1184242500e+06
0.00319,2.9500297413e+00,3.1197632500e+06
0.003195,2.9499874481e+00,3.1211020000e+06
0.0032,2.9499451570e+00,3.1224407500e+06
0.003205,2.9499028638e+00,3.1237797500e+06
0.00321,2.9498605707e+00,3.1251185000e+06
0.003215,2.9498182776e+00,3.1264575000e+06
0.00322,2.9497759844e+00,3.1277962500e+06
0.003225,2.9497336913e+00,3.1291352500e+06
0.00323,2.9496914001e+00,3.1304740000e+06
0.003235,2.9496491070e+00,3.1318130000e+06
0.00324,2.9496068138e+00,3.1331517500e+06
0.003245,2.9495645207e+00,3.1344907500e+06
0.00325,2.9495222276e+00,3.1358295000e+06
0.003255,2.9494787383e+00,3.1371687500e+06
0.00326,2.9494352510e+00,3.1385077500e+06
0.003265,2.9493917618e+00,3.1398467500e+06
0.00327,2.9493482725e+00,3.1411860000e+06
0.003275,2.9493047832e+00,3.1425252500e+06
0.00328,2.9492612939e+00,3.1438642500e+06
0.003285,2.9492178047e+00,3.1452035000e+06
0.00329,2.9491743174e+00,3.1465425000e+06
0.003295,2.9491308281e+00,3.1478817500e+06
0.0033,2.9490873389e+00,3.1492207500e+06
0.003305,2.9490438496e+00,3.1505600000e+06
0.00331,2.9490003603e+00,3.1518990000e+06
0.003315,2.9489568710e+00,3.1532382500e+06
0.00332,2.9489133838e+00,3.1545772500e+06
0.003325,2.9488698945e+00,3.1559165000e+06
0.00333,2.9488264052e+00,3.1572555000e+06
0.003335,2.9487829160e+00,3.1585947500e+06
0.00334,2.9487394267e+00,3.1599337500e+06
0.003345,2.9486959374e+00,3.1612730000e+06
0.00335,2.9486524502e+00,3.1626120000e+06
0.003355,2.9486089609e+00,3.1639512500e+06
0.00336,2.9485654716e+00,3.1652902500e+06
0.003365,2.9485219823e+00,3.1666295000e+06
0.00337,2.9484784931e+00,3.1679685000e+06
0.003375,2.9484350038e+00,3.1693077500e+06
0.00338,2.9483936281e+00,3.1706470000e+06
0.003385,2.9483522506e+00,3.1719865000e+06
0.00339,2.9483108730e+00,3.1733257500e+06
0.003395,2.9482694954e+00,3.1746652500e+06
0.0034,2.9482281178e+00,3.1760045000e+06
0.003405,2.9481867403e+00,3.1773437500e+06
0.00341,2.9481453646e+00,3.1786832500e+06
0.003415,2.9481039871e+00,3.1800225000e+06
0.00342,2.9480626095e+00,3.1813617500e+06
0.003425,2.9480212319e+00,3.1827012500e+06
0.00343,2.9479798543e+00,3.1840405000e+06
0.003435,2.9479384768e+00,3.1853800000e+06
0.00344,2.9478971011e+00,3.1867192500e+06
0.003445,2.9478557235e+00,3.1880585000e+06
0.00345,2.9478143460e+00,3.1893980000e+06
0.003455,2.9477729684e+00,3.1907372500e+06
0.00346,2.9477315908e+00,3.1920767500e+06
0.003465,2.9476902133e+00,3.1934160000e+06
0.00347,2.9476488357e+00,3.1947555000e+06
0.003475,2.9476074600e+00,3.1960947500e+06
0.00348,2.9475660825e+00,3.1974340000e+06
0.003485,2.9475247049e+00,3.1987735000e+06
0.00349,2.9474833273e+00,3.2001127500e+06
0.003495,2.9474419497e+00,3.2014522500e+06
0.0035,2.9474005722e+00,3.2027915000e+06
0.003505,2.9473677906e+00,3.2041310000e+06
0.00351,2.9473350074e+00,3.2054705000e+06
0.003515,2.9473022243e+00,3.2068100000e+06
0.00352,2.9472694411e+00,3.2081495000e+06
0.003525,2.9472366580e+00,3.2094890000e+06
0.00353,2.9472038748e+00,3.2108285000e+06
0.003535,2.9471710932e+00,3.2121680000e+06
0.00354,2.9471383100e+00,3.2135075000e+06
0.003545,2.9471055269e+00,3.2148470000e+06
0.00355,2.9470727437e+00,3.2161865000e+06
0.003555,2.9470399606e+00,3.2175260000e+06
0.00356,2.9470071774e+00,3.2188655000e+06
0.003565,2.9469743958e+00,3.2202050000e+06
0.00357,2.9469416127e+00,3.2215445000e+06
0.003575,2.9469088295e+00,3.2228840000e+06
0.00358,2.9468760464e+00,3.2242235000e+06
0.003585,2.9468432632e+00,3.2255630000e+06
0.00359,2.9468104801e+00,3.2269025000e+06
0.003595,2.9467776985e+00,3.2282420000e+06
0.0036,2.9467449153e+00,3.2295815000e+06
0.003605,2.9467121322e+00,3.2309210000e+06
0.00361,2.9466793490e+00,3.2322605000e+06
0.003615,2.9466465659e+00,3.2336000000e+06
0.00362,2.9466137827e+00,3.2349395000e+06
0.003625,2.9465810011e+00,3.2362790000e+06
0.00363,2.9466356543e+00,3.2376185000e+06
0.003635,2.9466903076e+00,3.2389580000e+06
0.00364,2.9467449608e+00,3.2402977500e+06
0.003645,2.9467996141e+00,3.2416372500e+06
0.00365,2.9468542673e+00,3.2429767500e+06
0.003655,2.9469089180e+00,3.2443162500e+06
0.00366,2.9469635713e+00,3.2456557500e+06
0.003665,2.9470182245e+00,3.2469955000e+06
0.00367,2.9470728778e+00,3.2483350000e+06
0.003675,2.9471275310e+00,3.2496745000e+06
0.00368,2.9471821843e+00,3.2510140000e+06
0.003685,2.9472368350e+00,3.2523535000e+06
0.00369,2.9472914882e+00,3.2536932500e+06
0.003695,2.9473461415e+00,3.2550327500e+06
0.0037,2.9474007947e+00,3.2563722500e+06
0.003705,2.9474554479e+00,3.2577117500e+06
0.00371,2.9475101012e+00,3.2590515000e+06
0.003715,2.9475647544e+00,3.2603910000e+06
0.00372,2.9476194051e+00,3.2617305000e+06
0.003725,2.9476740584e+00,3.2630700000e+06
0.00373,2.9477287116e+00,3.2644095000e+06
0.003735,2.9477833649e+00,3.2657492500e+06
0.00374,2.9478380181e+00,3.2670887500e+06
0.003745,2.9478926714e+00,3.2684282500e+06
0.00375,2.9479473221e+00,3.2697677500e+06
0.003755,2.9488302282e+00,3.2711072500e+06
0.00376,2.9497131343e+00,3.2724470000e+06
0.003765,2.9505960405e+00,3.2737865000e+06
0.00377,2.9514789466e+00,3.2751260000e+06
0.003775,2.9523618527e+00,3.2764657500e+06
0.00378,2.9532447178e+00,3.2778052500e+06
0.003785,2.9541276239e+00,3.2791447500e+06
0.00379,2.9550105300e+00,3.2804842500e+06
0.003795,2.9558934362e+00,3.2818240000e+06
0.0038,2.9567763423e+00,3.2831635000e+06
0.003805,2.9576592484e+00,3.2845030000e+06
0.00381,2.9585421134e+00,3.2858425000e+06
0.003815,2.9594250196e+00,3.2871822500e+06
0.00382,2.9603079257e+00,3.2885217500e+06
0.003825,2.9611908318e+00,3.2898612500e+06
0.00383,2.9620737380e+00,3.2912010000e+06
0.003835,2.9629566441e+00,3.2925405000e+06
0.00384,2.9638395091e+00,3.2938800000e+06
0.003845,2.9647224153e+00,3.2952195000e+06
0.00385,2.9656053214e+00,3.2965592500e+06
0.003855,2.9664882275e+00,3.2978987500e+06
0.00386,2.9673711337e+00,3.2992382500e+06
0.003865,2.9682540398e+00,3.3005780000e+06
0.00387,2.9691369048e+00,3.3019175000e+06
0.003875,2.9700198109e+00,3.3032570000e+06
0.00388,2.9110270653e+00,3.3039267500e+06
0.003885,2.8520343197e+00,3.3045965000e+06
0.00389,2.7930415741e+00,3.3052662500e+06
0.003895,2.7340488285e+00,3.3059360000e+06
0.0039,2.6750588300e+00,3.3066057500e+06
0.003905,2.6160660844e+00,3.3072755000e+06
0.00391,2.5570733388e+00,3.3079452500e+06
0.003915,2.4980833402e+00,3.3086150000e+06
0.00392,2.4390878476e+00,3.3092847500e+06
0.003925,2.3800978491e+00,3.3099545000e+06
0.00393,2.3211023564e+00,3.3106242500e+06
0.003935,2.2621123579e+00,3.3112937500e+06
0.00394,2.2031168652e+00,3.3119637500e+06
0.003945,2.1441268667e+00,3.3126332500e+06
0.00395,2.0851368681e+00,3.3133030000e+06
0.003955,2.0261413755e+00,3.3139727500e+06
0.00396,1.9671513769e+00,3.3146425000e+06
0.003965,1.9081558843e+00,3.3153122500e+06
0.00397,1.8491658857e+00,3.3159820000e+06
0.003975,1.7901703931e+00,3.3166517500e+06
0.00398,1.7311803945e+00,3.3173215000e+06
0.003985,1.6721903960e+00,3.3179912500e+06
0.00399,1.6131949033e+00,3.3186610000e+06
0.003995,1.5542049048e+00,3.3193307500e+06
0.004,1.4952094121e+00,3.3200005000e+06
0.004005,1.4354032637e+00,3.3200005000e+06
0.00401,1.3755971152e+00,3.3200005000e+06
0.004015,1.3157853967e+00,3.3200002500e+06
0.00402,1.2559792483e+00,3.3200002500e+06
0.004025,1.1961675297e+00,3.3200002500e+06
0.00403,1.1363613813e+00,3.3200002500e+06
0.004035,1.0765496627e+00,3.3200002500e+06
0.00404,1.0167435143e+00,3.3200000000e+06
0.004045,9.5693736583e-01,3.3200000000e+06
0.00405,8.9712564728e-01,3.3200000000e+06
0.004055,8.3731949884e-01,3.3200000000e+06
0.00406,7.7750778029e-01,3.3200000000e+06
0.004065,7.1770163184e-01,3.3199997500e+06
0.00407,6.5789548340e-01,3.3199997500e+06
0.004075,5.9808376485e-01,3.3199997500e+06
0.00408,5.3827761641e-01,3.3199997500e+06
0.004085,4.7846589786e-01,3.3199997500e+06
0.00409,4.1865974942e-01,3.3199995000e+06
0.004095,3.5884803087e-01,3.3199995000e+06
0.0041,2.9904188243e-01,3.3199995000e+06
0.004105,2.3923573398e-01,3.3199995000e+06
0.00411,1.7942401544e-01,3.3199995000e+06
0.004115,1.1961786699e-01,3.3199992500e+06
0.00412,5.9806148446e-02,3.3199992500e+06
0.004125,0.0000000000e+00,3.3199992500e+06
0.00413,0.0000000000e+00,3.3199992500e+06
0.004135,0.0000000000e+00,3.3199992500e+06
0.00414,0.0000000000e+00,3.3199992500e+06
0.004145,0.0000000000e+00,3.3199992500e+06
0.00415,0.0000000000e+00,3.3199992500e+06
0.004155,0.0000000000e+00,3.3199992500e+06
0.00416,0.0000000000e+00,3.3199992500e+06
0.004165,0.0000000000e+00,3.3199992500e+06
0.00417,0.0000000000e+00,3.3199992500e+06
0.004175,0.0000000000e+00,3.3199992500e+06
0.00418,0.0000000000e+00,3.3199992500e+06
0.004185,0.0000000000e+00,3.3199992500e+06
0.00419,0.0000000000e+00,3.3199992500e+06
0.004195,0.0000000000e+00,3.3199992500e+06
0.0042,0.0000000000e+00,3.3199992500e+06
0.004205,0.0000000000e+00,3.3199992500e+06
0.00421,0.0000000000e+00,3.3199992500e+06
0.004215,0.0000000000e+00,3.3199992500e+06
0.00422,0.0000000000e+00,3.3199992500e+06
0.004225,0.0000000000e+00,3.3199992500e+06
0.00423,0.0000000000e+00,3.3199992500e+06
0.004235,0.0000000000e+00,3.3199992500e+06
0.00424,0.0000000000e+00,3.3199992500e+06
0.004245,0.0000000000e+00,3.3199992500e+06
0.00425,0.0000000000e+00,3.3199992500e+06
0.004255,0.0000000000e+00,3.3199992500e+06
0.00426,0.0000000000e+00,3.3199992500e+06
0.004265,0.0000000000e+00,3.3199992500e+06
0.00427,0.0000000000e+00,3.3199992500e+06
0.004275,0.0000000000e+00,3.3199992500e+06
0.00428,0.0000000000e+00,3.3199992500e+06
0.004285,0.0000000000e+00,3.3199992500e+06
0.00429,0.0000000000e+00,3.3199992500e+06
0.004295,0.0000000000e+00,3.3199992500e+06
0.0043,0.0000000000e+00,3.3199992500e+06
0.004305,0.0000000000e+00,3.3199992500e+06
0.00431,0.0000000000e+00,3.3199992500e+06
0.004315,0.0000000000e+00,3.3199992500e+06
0.00432,0.0000000000e+00,3.3199992500e+06
0.004325,0.0000000000e+00,3.3199992500e+06
0.00433,0.0000000000e+00,3.3199992500e+06
0.004335,0.0000000000e+00,3.3199992500e+06
0.00434,0.0000000000e+00,3.3199992500e+06
0.004345,0.0000000000e+00,3.3199992500e+06
0.00435,0.0000000000e+00,3.3199992500e+06
0.004355,0.0000000000e+00,3.3199992500e+06
0.00436,0.0000000000e+00,3.3199992500e+06
0.004365,0.0000000000e+00,3.3199992500e+06
0.00437,0.0000000000e+00,3.3199992500e+06
0.004375,0.0000000000e+00,3.3199992500e+06
0.00438,0.0000000000e+00,3.3199992500e+06
0.004385,0.0000000000e+00,3.3199992500e+06
0.00439,0.0000000000e+00,3.3199992500e+06
0.004395,0.0000000000e+00,3.3199992500e+06
0.0044,0.0000000000e+00,3.3199992500e+06
0.004405,0.0000000000e+00,3.3199992500e+06
0.00441,0.0000000000e+00,3.3199992500e+06
0.004415,0.0000000000e+00,3.3199992500e+06
0.00442,0.0000000000e+00,3.3199992500e+06
0.004425,0.0000000000e+00,3.3199992500e+06
0.00443,0.0000000000e+00,3.3199992500e+06
0.004435,0.0000000000e+00,3.3199992500e+06
0.00444,0.0000000000e+00,3.3199992500e+06
0.004445,0.0000000000e+00,3.3199992500e+06
0.00445,0.0000000000e+00,3.3199992500e+06
0.004455,0.0000000000e+00,3.3199992500e+06
0.00446,0.0000000000e+00,3.3199992500e+06
0.004465,0.0000000000e+00,3.3199992500e+06
0.00447,0.0000000000e+00,3.3199992500e+06
0.004475,0.0000000000e+00,3.3199992500e+06
0.00448,0.0000000000e+00,3.3199992500e+06
0.004485,0.0000000000e+00,3.3199992500e+06
0.00449,0.0000000000e+00,3.3199992500e+06
0.004495,0.0000000000e+00,3.3199992500e+06
0.0045,0.0000000000e+00,3.3199992500e+06
0.004505,0.0000000000e+00,3.3199992500e+06
0.00451,0.0000000000e+00,3.3199992500e+06
0.004515,0.0000000000e+00,3.3199992500e+06
0.00452,0.0000000000e+00,3.3199992500e+06
0.004525,0.0000000000e+00,3.3199992500e+06
0.00453,0.0000000000e+00,3.3199992500e+06
0.004535,0.0000000000e+00,3.3199992500e+06
0.00454,0.0000000000e+00,3.3199992500e+06
0.004545,0.0000000000e+00,3.3199992500e+06
0.00455,0.0000000000e+00,3.3199992500e+06
0.004555,0.0000000000e+00,3.3199992500e+06
0.00456,0.0000000000e+00,3.3199992500e+06
0.004565,0.0000000000e+00,3.3199990000e+06
0.00457,0.0000000000e+00,3.3199990000e+06
0.004575,0.0000000000e+00,3.3199990000e+06
0.00458,0.0000000000e+00,3.3199990000e+06
0.004585,0.0000000000e+00,3.3199990000e+06
0.00459,0.0000000000e+00,3.3199990000e+06
0.004595,0.0000000000e+00,3.3199990000e+06
0.0046,0.0000000000e+00,3.3199990000e+06
0.004605,0.0000000000e+00,3.3199990000e+06
0.00461,0.0000000000e+00,3.3199990000e+06
0.004615,0.0000000000e+00,3.3199990000e+06
0.00462,0.0000000000e+00,3.3199990000e+06
0.004625,0.0000000000e+00,3.3199990000e+06
0.00463,0.0000000000e+00,3.3199990000e+06
0.004635,0.0000000000e+00,3.3199990000e+06
0.00464,0.0000000000e+00,3.3199990000e+06
0.004645,0.0000000000e+00,3.3199990000e+06
0.00465,0.0000000000e+00,3.3199990000e+06
0.004655,0.0000000000e+00,3.3199990000e+06
0.00466,0.0000000000e+00,3.3199990000e+06
0.004665,0.0000000000e+00,3.3199990000e+06
0.00467,0.0000000000e+00,3.3199990000e+06
0.004675,0.0000000000e+00,3.3199990000e+06
0.00468,0.0000000000e+00,3.3199990000e+06
0.004685,0.0000000000e+00,3.3199990000e+06
0.00469,0.0000000000e+00,3.3199990000e+06
0.004695,0.0000000000e+00,3.3199990000e+06
0.0047,0.0000000000e+00,3.3199990000e+06
0.004705,0.0000000000e+00,3.3199990000e+06
0.00471,0.0000000000e+00,3.3199990000e+06
0.004715,0.0000000000e+00,3.3199990000e+06
0.00472,0.0000000000e+00,3.3199990000e+06
0.004725,0.0000000000e+00,3.3199990000e+06
0.00473,0.0000000000e+00,3.3199990000e+06
0.004735,0.0000000000e+00,3.3199990000e+06
0.00474,0.0000000000e+00,3.3199990000e+06
0.004745,0.0000000000e+00,3.3199990000e+06
0.00475,0.0000000000e+00,3.3199990000e+06
0.004755,0.0000000000e+00,3.3199990000e+06
0.00476,0.0000000000e+00,3.3199990000e+06
0.004765,0.0000000000e+00,3.3199990000e+06
0.00477,0.0000000000e+00,3.3199990000e+06
0.004775,0.0000000000e+00,3.3199990000e+06
0.00478,0.0000000000e+00,3.3199990000e+06
0.004785,0.0000000000e+00,3.3199990000e+06
0.00479,0.0000000000e+00,3.3199990000e+06
0.004795,0.0000000000e+00,3.3199990000e+06
0.0048,0.0000000000e+00,3.3199990000e+06
0.004805,0.0000000000e+00,3.3199990000e+06
0.00481,0.0000000000e+00,3.3199990000e+06
0.004815,0.0000000000e+00,3.3199990000e+06
0.00482,0.0000000000e+00,3.3199990000e+06
0.004825,0.0000000000e+00,3.3199990000e+06
0.00483,0.0000000000e+00,3.3199990000e+06
0.004835,0.0000000000e+00,3.3199990000e+06
0.00484,0.0000000000e+00,3.3199990000e+06
0.004845,0.0000000000e+00,3.3199990000e+06
0.00485,0.0000000000e+00,3.3199990000e+06
0.004855,0.0000000000e+00,3.3199990000e+06
0.00486,0.0000000000e+00,3.3199990000e+06
0.004865,0.0000000000e+00,3.3199990000e+06
0.00487,0.0000000000e+00,3.3199990000e+06
0.004875,0.0000000000e+00,3.3199990000e+06
0.00488,0.0000000000e+00,3.3199992500e+06
0.004885,0.0000000000e+00,3.3199992500e+06
0.00489,0.0000000000e+00,3.3199995000e+06
0.004895,0.0000000000e+00,3.3199995000e+06
0.0049,0.0000000000e+00,3.3199997500e+06
0.004905,0.0000000000e+00,3.3200000000e+06
0.00491,0.0000000000e+00,3.3200000000e+06
0.004915,0.0000000000e+00,3.3200002500e+06
0.00492,0.0000000000e+00,3.3200002500e+06
0.004925,0.0000000000e+00,3.3200005000e+06
0.00493,0.0000000000e+00,3.3200007500e+06
0.004935,0.0000000000e+00,3.3200007500e+06
0.00494,0.0000000000e+00,3.3200010000e+06
0.004945,0.0000000000e+00,3.3200010000e+06
0.00495,0.0000000000e+00,3.3200012500e+06
0.004955,0.0000000000e+00,3.3200015000e+06
0.00496,0.0000000000e+00,3.3200015000e+06
0.004965,0.0000000000e+00,3.3200017500e+06
0.00497,0.0000000000e+00,3.3200017500e+06
0.004975,0.0000000000e+00,3.3200020000e+06
0.00498,0.0000000000e+00,3.3200022500e+06
0.004985,0.0000000000e+00,3.3200022500e+06
0.00499,0.0000000000e+00,3.3200025000e+06
0.004995,0.0000000000e+00,3.3200025000e+06
0.005,0.0000000000e+00,3.3200027500e+06
